time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
3.771694,0.005792,-0.012024,-0.012901,0.024296,-0.025625,0.99937,-0.003478,-179.52980217776422,2.773232403395573,-177.05100064515995,-179.52980217776422,2.773232403395573,-177.05100064515995
3.773671,0.005782,-0.012058,-0.012945,0.025173,-0.025859,0.999343,-0.003355,-179.54062203364325,2.873981548926345,-177.02396667253896,-179.54062203364325,2.873981548926345,-177.02396667253896
3.777671,0.005769,-0.012093,-0.012991,0.026038,-0.026119,0.999314,-0.003249,-179.5494033130545,2.9732981809488375,-176.99391351824553,-179.5494033130545,2.9732981809488375,-176.99391351824553
3.783704,0.005755,-0.01213,-0.01304,0.026889,-0.026399,0.999285,-0.003166,-179.55547815001756,3.070941991124676,-176.9615226263286,-179.55547815001756,3.070941991124676,-176.9615226263286
3.785706,0.005739,-0.012167,-0.013089,0.027721,-0.026688,0.999255,-0.003105,-179.55900459738214,3.1663417011700483,-176.92804200522008,-179.55900459738214,3.1663417011700483,-176.92804200522008
3.789691,0.005532,-0.011972,-0.013282,0.028753,-0.026999,0.999216,-0.003352,-179.5264492301943,3.2836946225411268,-176.89089305125316,-179.5264492301943,3.2836946225411268,-176.89089305125316
3.795702,0.005506,-0.012006,-0.013337,0.029583,-0.027285,0.999184,-0.003335,-179.5248219196095,3.378726452762407,-176.85757675770242,-179.5248219196095,3.378726452762407,-176.85757675770242
3.799682,0.00548,-0.012041,-0.013391,0.030421,-0.027565,0.999151,-0.003328,-179.52198660027486,3.4746473969530576,-176.82489951136728,-179.52198660027486,3.4746473969530576,-176.82489951136728
3.801672,0.005452,-0.012076,-0.013447,0.031267,-0.02785,0.999117,-0.003323,-179.51882271154398,3.571478006732397,-176.7916267122119,-179.51882271154398,3.571478006732397,-176.7916267122119
3.811802,0.005186,-0.012636,-0.013652,0.033302,-0.028296,0.999039,-0.003457,-179.49513824336938,3.8040456558869535,-176.7385015758566,-179.49513824336938,3.8040456558869535,-176.7385015758566
3.813686,0.005152,-0.012679,-0.013709,0.034192,-0.028595,0.999,-0.003436,-179.4934349845357,3.9059623043212697,-176.70359472861762,-179.4934349845357,3.9059623043212697,-176.70359472861762
3.821736,0.005085,-0.012765,-0.013817,0.036091,-0.029155,0.998917,-0.003395,-179.48947694453548,4.123461134865477,-176.63802900885779,-179.48947694453548,4.123461134865477,-176.63802900885779
3.825708,0.005054,-0.012809,-0.013864,0.037121,-0.029411,0.998872,-0.003365,-179.4883186012358,4.241487053323452,-176.60796668181356,-179.4883186012358,4.241487053323452,-176.60796668181356
3.831705,0.004817,-0.012872,-0.01409,0.03816,-0.029259,0.998838,-0.003163,-179.50859456994334,4.361338199288595,-176.62551144912047,-179.50859456994334,4.361338199288595,-176.62551144912047
3.833683,0.004783,-0.012917,-0.014135,0.039277,-0.029489,0.998788,-0.00307,-179.5144092397545,4.489576456545446,-176.59865394741058,-179.5144092397545,4.489576456545446,-176.59865394741058
3.83769,0.004749,-0.012963,-0.014175,0.040403,-0.029713,0.998737,-0.002931,-179.52544262795547,4.619017251023167,-176.57269943782882,-179.52544262795547,4.619017251023167,-176.57269943782882
3.843739,0.004718,-0.013008,-0.01421,0.04153,-0.029932,0.998685,-0.002745,-179.54183613163514,4.74874905791971,-176.54755912025936,-179.54183613163514,4.74874905791971,-176.54755912025936
3.845697,0.004688,-0.013055,-0.014241,0.042645,-0.030147,0.998632,-0.002514,-179.56340444936953,4.877275244767653,-176.52313110283134,-179.56340444936953,4.877275244767653,-176.52313110283134
3.855677,0.004428,-0.012929,-0.014458,0.045046,-0.030723,0.99851,-0.002218,-179.58594875783737,5.153336805015882,-176.45662962012983,-179.58594875783737,5.153336805015882,-176.45662962012983
3.86173,0.004396,-0.012972,-0.014483,0.046061,-0.030937,0.998458,-0.001908,-179.61678209899648,5.270729463104456,-176.4329052283917,-179.61678209899648,5.270729463104456,-176.4329052283917
3.863728,0.004366,-0.013016,-0.014505,0.047058,-0.031144,0.998405,-0.00159,-179.6485934748924,5.386103487737445,-176.4100866786306,-179.6485934748924,5.386103487737445,-176.4100866786306
3.867705,0.004338,-0.013061,-0.014523,0.048027,-0.031346,0.998353,-0.001276,-179.68003552983612,5.498276146404494,-176.38790281811228,-179.68003552983612,5.498276146404494,-176.38790281811228
3.87372,0.004074,-0.013139,-0.014739,0.049024,-0.031414,0.998303,-0.00111,-179.6950802845502,5.613182288794796,-176.38034387813968,-179.6950802845502,5.613182288794796,-176.38034387813968
