time,x,y,z,qw,qx,qy,qz,raw_roll,raw_pitch,raw_yaw,unwrapped_roll,unwrapped_pitch,unwrapped_yaw
5.363503,0.007108,0.000275,0.025854,-0.030169,0.024197,0.998451,-0.040002,-175.32643556248027,-3.3427372440208334,177.08702419366398,-175.32643556248027,-3.3427372440208334,177.08702419366398
5.365551,0.007068,0.000265,0.02583,-0.029878,0.023912,0.998461,-0.040128,-175.31383559904057,-3.3103836305202483,177.1206953839589,-175.31383559904057,-3.3103836305202483,177.1206953839589
5.371577,0.007009,0.000252,0.025797,-0.029531,0.023541,0.998475,-0.040274,-175.2993947253961,-3.271977717215283,177.16445206281497,-175.2993947253961,-3.271977717215283,177.16445206281497
5.375532,0.006904,0.000263,0.025731,-0.029176,0.023,0.998486,-0.040577,-175.26746823074419,-3.233031951517103,177.22723456981984,-175.26746823074419,-3.233031951517103,177.22723456981984
5.377519,0.006801,0.000241,0.025679,-0.028734,0.022432,0.998501,-0.040819,-175.2428295125734,-3.1844514022134707,177.2937443894209,-175.2428295125734,-3.1844514022134707,177.2937443894209
5.38354,0.006673,0.000214,0.025618,-0.028269,0.021763,0.998518,-0.041086,-175.21565673384103,-3.133687524601721,177.3718912061469,-175.21565673384103,-3.133687524601721,177.3718912061469
5.387549,0.006518,0.000182,0.025548,-0.027799,0.020984,0.998536,-0.041396,-175.1838447270372,-3.0828139999812936,177.46256708517757,-175.1838447270372,-3.0828139999812936,177.46256708517757
5.389518,0.006337,0.000145,0.025469,-0.027335,0.020091,0.998552,-0.041757,-175.14640852809396,-3.0331056417581923,177.56613918230076,-175.14640852809396,-3.0331056417581923,177.56613918230076
5.395539,0.006099,1e-05,0.025354,-0.027043,0.019573,0.998553,-0.042157,-175.10282726528848,-3.00123374516748,177.62576835349836,-175.10282726528848,-3.00123374516748,177.62576835349836
5.3996,0.005864,-3.9e-05,0.025257,-0.026654,0.018437,0.998567,-0.042593,-175.05716822162884,-2.9612774955848353,177.75664476407817,-175.05716822162884,-2.9612774955848353,177.75664476407817
5.407512,0.005322,-0.000155,0.025038,-0.026079,0.015801,0.998584,-0.043581,-174.95281800635445,-2.906537671277895,178.05879215090368,-174.95281800635445,-2.906537671277895,178.05879215090368
5.411565,0.005018,-0.000223,0.024919,-0.025911,0.014335,0.998586,-0.044138,-174.89347599118992,-2.893709316126205,178.22605056533422,-174.89347599118992,-2.893709316126205,178.22605056533422
5.417556,0.004657,-0.000358,0.024718,-0.025899,0.012591,0.998576,-0.044905,-174.81049409904628,-2.900028791405501,178.42374496823473,-174.81049409904628,-2.900028791405501,178.42374496823473
5.423594,0.003958,-0.000534,0.024446,-0.025978,0.009404,0.998545,-0.046305,-174.65888376260858,-2.923897959045958,178.78443083358573,-174.65888376260858,-2.923897959045958,178.78443083358573
5.427534,0.00359,-0.000635,0.024307,-0.026088,0.007753,0.998521,-0.047067,-174.57607291766053,-2.944523475064167,178.97076674054725,-174.57607291766053,-2.944523475064167,178.97076674054725
